sha_full	sha_short	date	kind	branch_ref	module_ref	old_subject	proposed_subject
47ced178e25c1122c0200a4c253d56d781e9d74b	47ced178	2026-09-19	module->dev	provider-frontend-domain-parity	provider-frontend-domain-parity	Merge module/provider-frontend-domain-parity into dev (mobile: build the real Messages screen, a genuinely missing feature)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
e1629ee8a0cc9c2e1a1d525dceb24b0913441e77	e1629ee8	2026-09-19	page->module	provider-equipment-parity	provider-frontend-domain-parity	Merge page/provider-equipment-parity into module/provider-frontend-domain-parity (web + mobile: add the real Equipment screen with assign/retire)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
a1b0a5472f0740b0b0e02b8ae02c1fa40514f48f	a1b0a547	2026-09-19	page->module	provider-job-assignments-parity	provider-frontend-domain-parity	Merge page/provider-job-assignments-parity into module/provider-frontend-domain-parity (web + mobile: add the real Job Assignments screen)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
c541d5bef578c7c99f92931656e17b50998f68be	c541d5be	2026-09-19	page->module	provider-disputes-parity	provider-frontend-domain-parity	Merge page/provider-disputes-parity into module/provider-frontend-domain-parity (web + mobile: add the real Disputes screen)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
804964d6593c6113f08cc669ba6a388e3443104e	804964d6	2026-09-19	page->module	provider-safety-parity	provider-frontend-domain-parity	Merge page/provider-safety-parity into module/provider-frontend-domain-parity (web + mobile: add the real Safety screen, wire it into Support)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
5013a18da45dfd7fb53d20835bc082553ae11e3d	5013a18d	2026-09-19	page->module	provider-support-parity	provider-frontend-domain-parity	Merge page/provider-support-parity into module/provider-frontend-domain-parity (web + mobile: wire Support to real tickets + message thread)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
c068dc37c57297163e2a2bda6800e547ad0220e8	c068dc37	2026-09-19	page->module	provider-customers-parity	provider-frontend-domain-parity	Merge page/provider-customers-parity into module/provider-frontend-domain-parity (web + mobile: wire Customers to real business-customer CRUD)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
9e5550d7570b6c8f72e0b1b049f4c605f5cacd43	9e5550d7	2026-09-19	page->module	provider-team-parity	provider-frontend-domain-parity	Merge page/provider-team-parity into module/provider-frontend-domain-parity (web + mobile: wire Team to real member CRUD + deactivate)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
e211decc34db2f2c110127f437eb0c44b46737d6	e211decc	2026-09-19	page->module	provider-portfolio-parity	provider-frontend-domain-parity	Merge page/provider-portfolio-parity into module/provider-frontend-domain-parity (web + mobile: wire Portfolio to real CRUD)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
bab786723970582d943f9c1955c7fbe9c4d99452	bab78672	2026-09-19	page->module	provider-reviews-parity	provider-frontend-domain-parity	Merge page/provider-reviews-parity into module/provider-frontend-domain-parity (web + mobile: wire Reviews to the real ratings domain, drop reply UI)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
2830a44104092ab3c9147ef63018a02626ada38a	2830a441	2026-09-19	page->module	provider-performance-parity	provider-frontend-domain-parity	Merge page/provider-performance-parity into module/provider-frontend-domain-parity (web + mobile: wire Performance to real ranking + KPI data)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
dc71d7add25483c75317b4af8dfcfeaaca9994db	dc71d7ad	2026-09-19	page->module	provider-earnings-parity	provider-frontend-domain-parity	Merge page/provider-earnings-parity into module/provider-frontend-domain-parity (web + mobile: wire Earnings to the real backend, drop fabricated panels)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
b627e183f8fb063131ad9c7b93523e497d8507e1	b627e183	2026-09-19	page->module	provider-notifications-parity	provider-frontend-domain-parity	Merge page/provider-notifications-parity into module/provider-frontend-domain-parity (web: wire Notifications side panels; mobile: build the real Notifications feed)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
8dcd2b8c4c0c9a0b8c5c2b3f1a70b9e20b0ca18e	8dcd2b8c	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (persistent labels on the two remaining placeholder-only forms)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
9f50d67ffeb760c44cdfe701ebb642fba02703ec	9f50d67f	2026-09-19	page->module	provider-messages	provider-frontend-domain-parity	Merge page/provider-messages into module/provider-frontend-domain-parity (mobile: build the real Messages screen, a genuinely missing feature)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
84908152d976b5e7ea8b6df20a483c3f65622ec1	84908152	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (persistent field labels everywhere, extract shared Field)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
fa06cc8befeb2c3e2015ff5b7577304a07248c00	fa06cc8b	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (today-marker on calendar, tab-header consistency, service-name display)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
488e3931b49a111145f1752de1d3d414a76afb64	488e3931	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (equalize MetricCard row heights, humanize raw enum codes)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
580478845f96cad4cb110a40b89612648799a63d	58047884	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (use the real registered client ids in provider-app)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
bf8b7a3ee3940b82b512364446dd59c9cf164542	bf8b7a3e	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (build the 7-step provider onboarding wizard)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
1608ebcc58eaa9d79a9316d594a926cf3dfb4a16	1608ebcc	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (Sub-phase M-G - profile hub, business, pricing, services, areas, documents, settings)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
ff13c59104c51ae7e10233c578d236e0fa3038c3	ff13c591	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (Sub-phase M-F - wallet, payouts, and invoices)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
4b6cf0e0f1836d19ed29c789cb3c64a9dfe3df31	4b6cf0e0	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (Sub-phase M-E - calendar and availability)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
0f4d533b709082182a34679c59790971ab8f37a7	0f4d533b	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (Sub-phase M-D - requests, quotes, and full booking execution)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
ce9bc4db15736b659539d8b4574fce2e0a124e3c	ce9bc4db	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (Sub-phase M-C - build the real provider Dashboard screen)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
1afaa3580bfd54d481c7cb7bc8d3516a25a0ab40	1afaa358	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (scaffold provider-app and build the real auth flow)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
f1d39a51c9304080e3efbaea2904bf59c7121924	f1d39a51	2026-09-19	module->dev	provider-app-mobile-build	provider-app-mobile-build	Merge module/provider-app-mobile-build into dev (move customer app into mobile/user-app/)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
80dcc14755e5a12cbcf869397adc84334ba66b1c	80dcc147	2026-09-19	page->module	mobile-provider-labels-remaining	provider-app-mobile-build	Merge page/mobile-provider-labels-remaining into module/provider-app-mobile-build (persistent labels on the two remaining placeholder-only forms)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
1f31dc6bff297efca055ac7c5c7a1e745b59abe4	1f31dc6b	2026-09-19	page->module	mobile-provider-field-labels	provider-app-mobile-build	Merge page/mobile-provider-field-labels into module/provider-app-mobile-build (persistent field labels everywhere, extract shared Field)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
0331e909dc8edb72b9e44b456944e5cb47965214	0331e909	2026-09-19	page->module	mobile-provider-calendar-polish	provider-app-mobile-build	Merge page/mobile-provider-calendar-polish into module/provider-app-mobile-build (today-marker on calendar, tab-header consistency, service-name display)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
bd5b92d97975eaf3bbb6f3cd9994f8bc243a5c7a	bd5b92d9	2026-09-19	page->module	mobile-provider-metriccard-fix	provider-app-mobile-build	Merge page/mobile-provider-metriccard-fix into module/provider-app-mobile-build (equalize MetricCard row heights, humanize raw enum codes)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
188584970800345f9e92cca76f1d98712588988a	18858497	2026-09-19	page->module	mobile-provider-client-id-fix	provider-app-mobile-build	Merge page/mobile-provider-client-id-fix into module/provider-app-mobile-build (use the real registered client ids in provider-app)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
212a99a22b805052f52a9c65d5cdd0d2c4133bab	212a99a2	2026-09-19	page->module	mobile-provider-onboarding-wizard	provider-app-mobile-build	Merge page/mobile-provider-onboarding-wizard into module/provider-app-mobile-build (build the 7-step provider onboarding wizard)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
5a05866c9e54a7b9475c2ef612c0b5d94f3d5949	5a05866c	2026-09-19	page->module	mobile-provider-profile-suite	provider-app-mobile-build	Merge page/mobile-provider-profile-suite into module/provider-app-mobile-build (Sub-phase M-G - profile hub, business, pricing, services, areas, documents, settings)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
190822df871314c9b03475623a58ee6debc6552b	190822df	2026-09-19	page->module	mobile-provider-wallet-invoices	provider-app-mobile-build	Merge page/mobile-provider-wallet-invoices into module/provider-app-mobile-build (Sub-phase M-F - wallet, payouts, and invoices)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
29a3a6626964a107a0ccb1c5a3028da278a5a748	29a3a662	2026-09-19	page->module	mobile-provider-calendar-availability	provider-app-mobile-build	Merge page/mobile-provider-calendar-availability into module/provider-app-mobile-build (Sub-phase M-E - calendar and availability)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
63763f5c80a4cf5edd1a3349446ced78c60c89eb	63763f5c	2026-09-19	page->module	mobile-provider-requests-booking	provider-app-mobile-build	Merge page/mobile-provider-requests-booking into module/provider-app-mobile-build (Sub-phase M-D - requests, quotes, and full booking execution)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
7eeba00e610246e0c2a949931688e75702091788	7eeba00e	2026-09-19	page->module	mobile-provider-dashboard	provider-app-mobile-build	Merge page/mobile-provider-dashboard into module/provider-app-mobile-build (Sub-phase M-C - build the real provider Dashboard screen)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
b73e7787be531f517373f2aad6c579f44373f7da	b73e7787	2026-09-19	page->module	mobile-provider-scaffold-auth	provider-app-mobile-build	Merge page/mobile-provider-scaffold-auth into module/provider-app-mobile-build (scaffold provider-app and build the real auth flow)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
7bd0de2b3456c63ef5149abdae0409fa283bebd6	7bd0de2b	2026-09-19	page->module	mobile-restructure-user-app	provider-app-mobile-build	Merge page/mobile-restructure-user-app into module/provider-app-mobile-build (move customer app into mobile/user-app/)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
6d19f71ee82a590972100d5d6b2010d3e53f758d	6d19f71e	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (add forgot/reset-password flow)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
780a768a99f6ecadddca5383794ab0cba9c1e0d2	780a768a	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire promotions View Terms to real content)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
bd25007927c166e5314cce78563d544fc16ed9af	bd250079	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire settings and documents to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
bc7a3466ab8b37cc287c8a46b87a560f263a46ff	bc7a3466	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire profile edit to the real updateProfile())	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
0070c5130a00fff08ea9f23354e8518237a95ac2	0070c513	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (registration form missing required email field)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
64da73c15d97728861088c14f58fe768ff9afad7	64da73c1	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire service areas to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
1896fc1649c74c133b1001e1ccd626d7dfb903ae	1896fc16	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire My Services to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
69e9c3ea506556b755273a226e73b7cbef420f83	69e9c3ea	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (provider service list/submit bugs found wiring services.tsx)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
c47e145304d950cacc34faed3aa65759aa9994f7	c47e1453	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire pricing to the real 5-model backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
f297ff00f4e1d950a73fa41052f2c6b81bc8eff1	f297ff00	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire profile to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
8359bd2226d8425e6cb791d1f6a833ccc0b76c11	8359bd22	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (login responses leaked the bcrypt password_hash to the client)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
f950d3be9f96855418326bbf43eb7bdf83ed275b	f950d3be	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire invoices to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
8c490b9abe35883a86af2d3815c2cc6c72a30313	8c490b9a	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire wallet and payouts to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
0782425523dcede50b837b5d18479828f6023625	07824255	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire calendar and availability to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
e6049d7ca0cb03048a3e82e24b13dba32e41afab	e6049d7c	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (availability_router.py was never registered, day-of-week routes crashed)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
68cc45ec19dea53896038cedc30a347b209074e3	68cc45ec	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire bookings and job execution to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
83f33c6e25a17ad75211b8c928ad3843d21aa2e8	83f33c6e	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wallet, payout and notification routers missing the standard envelope)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
2039db97a08225839066805bc6c4bea6838790fa	2039db97	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (9 provider routers never wrapped responses in the standard envelope)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
34c51772737a8254d5a60bb3d2dfc9fbeb0cb4d0	34c51772	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire requests and quotations to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
7d01f12c5c2554d78ef1372aa27142cdd160e0ad	7d01f12c	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire dashboard to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
10426e692ad3b0341b66afa857995bb5584006aa	10426e69	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire onboarding to the real 7-step backend flow)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
114ba616c62ed03ad6fb2e1968306e5a6e664879	114ba616	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (provider payout methods were completely broken)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
af14bfd12d4e4f997d26be85f290a5140591a4e2	af14bfd1	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (generic authenticated file upload/serving endpoint)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
25e0272991d4ec2ab1179ace931b5ebf8f5c70b6	25e02729	2026-09-19	module->dev	web-provider-backend-wiring	web-provider-backend-wiring	Merge module/web-provider-backend-wiring into dev (wire provider registration and OTP verification to the real backend)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
115223a28d2876612c27c732be404c728f8a36bd	115223a2	2026-09-19	page->module	web-user-forgot-reset-password	web-provider-backend-wiring	Merge page/web-user-forgot-reset-password into module/web-provider-backend-wiring (add forgot/reset-password flow)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
fc950e849c0271f4c3a345270036719f1d25ba92	fc950e84	2026-09-19	page->module	web-user-promotions-terms	web-provider-backend-wiring	Merge page/web-user-promotions-terms into module/web-provider-backend-wiring (wire promotions View Terms to real content)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
f46cdd9deb1587083c4b19873fea290e6688dcf5	f46cdd9d	2026-09-19	page->module	provider-web-settings-documents	web-provider-backend-wiring	Merge page/provider-web-settings-documents into module/web-provider-backend-wiring (wire settings and documents to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
d73b7f30cf083da84c836454644c6024da980852	d73b7f30	2026-09-19	page->module	web-user-profile-edit	web-provider-backend-wiring	Merge page/web-user-profile-edit into module/web-provider-backend-wiring (wire profile edit to the real updateProfile())	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
b22a001d5174ba483e558c7977e84594846fa28e	b22a001d	2026-09-19	page->module	web-user-registration-email-fix	web-provider-backend-wiring	Merge page/web-user-registration-email-fix into module/web-provider-backend-wiring (registration form missing required email field)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
7953f4f411ee0f84ba9afeb81335d1735b7179fb	7953f4f4	2026-09-19	page->module	provider-web-service-areas	web-provider-backend-wiring	Merge page/provider-web-service-areas into module/web-provider-backend-wiring (wire service areas to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
1612ee1bd6796e90f5fa70d870973200cb5d7f95	1612ee1b	2026-09-19	page->module	provider-web-my-services	web-provider-backend-wiring	Merge page/provider-web-my-services into module/web-provider-backend-wiring (wire My Services to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
9c29de07f3016de06c150723e4cd4bbbb19373cb	9c29de07	2026-09-19	page->module	backend-services-bugs-fix	web-provider-backend-wiring	Merge page/backend-services-bugs-fix into module/web-provider-backend-wiring (provider service list/submit bugs found wiring services.tsx)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
938a0f25d7e083aa3e985d8676e783bcd8e38be8	938a0f25	2026-09-19	page->module	provider-web-pricing	web-provider-backend-wiring	Merge page/provider-web-pricing into module/web-provider-backend-wiring (wire pricing to the real 5-model backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
6307a263650c8b4219857a4458eba2b2f5896f9d	6307a263	2026-09-19	page->module	provider-web-profile	web-provider-backend-wiring	Merge page/provider-web-profile into module/web-provider-backend-wiring (wire profile to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
d6bd81dd3226d5033118582a595a6ac530dff64e	d6bd81dd	2026-09-19	page->module	backend-password-hash-leak-fix	web-provider-backend-wiring	Merge page/backend-password-hash-leak-fix into module/web-provider-backend-wiring (login responses leaked the bcrypt password_hash to the client)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
7a55a93c2d7fadd269781d4a154a408e52b3d7dc	7a55a93c	2026-09-19	page->module	provider-web-invoices	web-provider-backend-wiring	Merge page/provider-web-invoices into module/web-provider-backend-wiring (wire invoices to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
e858eea0bc430f5d42857268f2c5d3f4c9347aa4	e858eea0	2026-09-19	page->module	provider-web-wallet-payouts	web-provider-backend-wiring	Merge page/provider-web-wallet-payouts into module/web-provider-backend-wiring (wire wallet and payouts to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
0db4b0b8473685c09765c07cbd330e730863bb55	0db4b0b8	2026-09-19	page->module	provider-web-calendar-availability	web-provider-backend-wiring	Merge page/provider-web-calendar-availability into module/web-provider-backend-wiring (wire calendar and availability to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
